tab	samples
azimuth	citations	cooling_rate	criteria	description	dip	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_specimens	lat	lithologies	lon	method_codes	result_type	sample	site	software_packages	specimens
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.63e-05	3.24e-08	0.07	3.0	33.017	Not Specified	35.568	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz18e	hz18	thellier_gui.v.2.29:pmagpy-3.3.2	hz18e1:hz18e2:hz18e3
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;hz18e, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.63e-05	3.24e-08	0.07	3.0	33.0168	Not Specified	35.568	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz18e	hz18	thellier_gui.v.2.29:pmagpy-3.3.2	hz18e1:hz18e2:hz18e3
	This study	438000000000				Archeologic	Mixed Archeological Objects					33.017	Not Specified	35.568		i	hz18f	hz18		
	This study	438000000000				Archeologic	Mixed Archeological Objects					33.017	Not Specified	35.568		i	hz20a	hz20		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.2e-05	1.17e-06	2.78	4.0	33.017	Not Specified	35.568	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20b	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20b2:hz20b3:hz20b4:hz20b6
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;hz20b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.2e-05	1.17e-06	2.78	4.0	33.0168	Not Specified	35.568	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20b	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20b2:hz20b3:hz20b4:hz20b6
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.25e-05	9.7e-07	2.28	6.0	33.017	Not Specified	35.568	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20c	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20c1:hz20c2:hz20c3:hz20c4:hz20c5:hz20c6
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;hz20c, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.25e-05	9.7e-07	2.28	6.0	33.0168	Not Specified	35.568	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20c	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20c1:hz20c2:hz20c3:hz20c4:hz20c5:hz20c6
	This study	438000000000				Archeologic	Mixed Archeological Objects					33.017	Not Specified	35.568		i	hz20d	hz20		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	3.14e-05	1.08e-06	3.45	3.0	33.017	Not Specified	35.568	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20e	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20e1:hz20e2:hz20e3
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;hz20e, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.14e-05	1.08e-06	3.45	3.0	33.0168	Not Specified	35.568	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20e	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20e1:hz20e2:hz20e3
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	3.63e-05	8.39e-07	2.31	3.0	33.017	Not Specified	35.568	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20f	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20f1:hz20f2:hz20f3
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;hz20f, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.63e-05	8.39e-07	2.31	3.0	33.0168	Not Specified	35.568	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	hz20f	hz20	thellier_gui.v.2.29:pmagpy-3.3.2	hz20f1:hz20f2:hz20f3
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.9700000000000015e-05	5.88e-07	1.18	4.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10a	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10a01:mgf10a02:mgf10a03:mgf10a05
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf10a, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.9700000000000015e-05	5.88e-07	1.18	4.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10a	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10a01:mgf10a02:mgf10a03:mgf10a05
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	5e-05	2.83e-06	5.66	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10b	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10b01:mgf10b03:mgf10b05:mgf10b06:mgf10b08
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf10b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5e-05	2.83e-06	5.66	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10b	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10b01:mgf10b03:mgf10b05:mgf10b06:mgf10b08
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgf10c	mgf10		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	5.22e-05	2.26e-06	4.34	4.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10d	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10d01:mgf10d03:mgf10d04:mgf10d05
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf10d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5.22e-05	2.26e-06	4.34	4.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf10d	mgf10	thellier_gui.v.2.29:pmagpy-3.3.2	mgf10d01:mgf10d03:mgf10d04:mgf10d05
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgf10e	mgf10		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgf13a	mgf13		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	3.84e-05	1.77e-06	4.61	7.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13b	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13b01:mgf13b02:mgf13b03:mgf13b10:mgf13b11:mgf13b13:mgf13b14
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf13b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.84e-05	1.77e-06	4.61	7.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13b	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13b01:mgf13b02:mgf13b03:mgf13b10:mgf13b11:mgf13b13:mgf13b14
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgf13c	mgf13		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.2700000000000015e-05	8.93e-07	2.09	6.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13d	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13d01:mgf13d02:mgf13d09:mgf13d10:mgf13d11:mgf13d12
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf13d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.2700000000000015e-05	8.93e-07	2.09	6.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13d	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13d01:mgf13d02:mgf13d09:mgf13d10:mgf13d11:mgf13d12
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.320000000000001e-05	2.47e-06	5.72	6.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13e	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13e01:mgf13e05:mgf13e07:mgf13e08:mgf13e09:mgf13e10
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf13e, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.320000000000001e-05	2.47e-06	5.72	6.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13e	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13e01:mgf13e05:mgf13e07:mgf13e08:mgf13e09:mgf13e10
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	4.28e-05	1.97e-07	0.46	4.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13f	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13f01:mgf13f02:mgf13f03:mgf13f04
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgf13f, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.28e-05	1.97e-07	0.46	4.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgf13f	mgf13	thellier_gui.v.2.29:pmagpy-3.3.2	mgf13f01:mgf13f02:mgf13f03:mgf13f04
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh03a	mgh03		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	7.509999999999998e-05	2.64e-06	3.51	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03b	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03b02:mgh03b03:mgh03b04:mgh03b05:mgh03b06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	7.509999999999998e-05	2.64e-06	3.51	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03b	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03b02:mgh03b03:mgh03b04:mgh03b05:mgh03b06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh03c	mgh03		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh03d	mgh03		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh03e	mgh03		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	8.05e-05	2.58e-06	3.21	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03f	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03f01:mgh03f02:mgh03f05:mgh03f06:mgh03f07
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03f, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	8.05e-05	2.58e-06	3.21	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03f	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03f01:mgh03f02:mgh03f05:mgh03f06:mgh03f07
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	9.34e-05	4.6e-06	4.92	8.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03g	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03g01:mgh03g02:mgh03g03:mgh03g04:mgh03g05:mgh03g06:mgh03g07:mgh03g08
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03g, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	9.34e-05	4.6e-06	4.92	8.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03g	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03g01:mgh03g02:mgh03g03:mgh03g04:mgh03g05:mgh03g06:mgh03g07:mgh03g08
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	7.59e-05	3.13e-06	4.12	7.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03h	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03h01:mgh03h02:mgh03h03:mgh03h05:mgh03h06:mgh03h07:mgh03h08
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03h, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	7.59e-05	3.13e-06	4.12	7.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03h	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03h01:mgh03h02:mgh03h03:mgh03h05:mgh03h06:mgh03h07:mgh03h08
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	7.99e-05	1.2e-06	1.5	6.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03i	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03i01:mgh03i02:mgh03i03:mgh03i04:mgh03i05:mgh03i07
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03i, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	7.99e-05	1.2e-06	1.5	6.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03i	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03i01:mgh03i02:mgh03i03:mgh03i04:mgh03i05:mgh03i07
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	8.97e-05	3.98e-07	0.44	3.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03j	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03j02:mgh03j04:mgh03j06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh03j, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	8.97e-05	3.98e-07	0.44	3.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh03j	mgh03	thellier_gui.v.2.29:pmagpy-3.3.2	mgh03j02:mgh03j04:mgh03j06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh03k	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05a	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05b	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05c	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05d	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05e	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh05f	mgh05		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh07a	mgh07		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	7.47e-05	2.53e-06	3.38	3.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh07b	mgh07	thellier_gui.v.2.29:pmagpy-3.3.2	mgh07b04:mgh07b05:mgh07b06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh07b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	7.47e-05	2.53e-06	3.38	3.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh07b	mgh07	thellier_gui.v.2.29:pmagpy-3.3.2	mgh07b04:mgh07b05:mgh07b06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh07c	mgh07		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	6.78e-05	2.41e-06	3.56	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh07d	mgh07	thellier_gui.v.2.29:pmagpy-3.3.2	mgh07d01:mgh07d02:mgh07d04:mgh07d05:mgh07d06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh07d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.78e-05	2.41e-06	3.56	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh07d	mgh07	thellier_gui.v.2.29:pmagpy-3.3.2	mgh07d01:mgh07d02:mgh07d04:mgh07d05:mgh07d06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh07e	mgh07		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09b	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09c	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09e	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09f	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09g	mgh09		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	6.64e-05	3.15e-07	0.47	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09h	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09h01:mgh09h02:mgh09h04:mgh09h05:mgh09h06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh09h, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.64e-05	3.15e-07	0.47	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09h	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09h01:mgh09h02:mgh09h04:mgh09h05:mgh09h06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09i	mgh09		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	7.37e-05	3e-08	0.04	4.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09j	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09j02:mgh09j03:mgh09j04:mgh09j05
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh09j, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	7.37e-05	3e-08	0.04	4.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09j	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09j02:mgh09j03:mgh09j04:mgh09j05
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	8.290000000000001e-05	5.52e-08	0.07	5.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09k	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09k01:mgh09k02:mgh09k03:mgh09k04:mgh09k05
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh09k, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	8.290000000000001e-05	5.52e-08	0.07	5.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09k	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09k01:mgh09k02:mgh09k03:mgh09k04:mgh09k05
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	8.36e-05	4.6e-07	0.55	4.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09l	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09l01:mgh09l02:mgh09l03:mgh09l04
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh09l, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	8.36e-05	4.6e-07	0.55	4.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09l	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09l01:mgh09l02:mgh09l03:mgh09l04
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	6.709999999999999e-05	2.71e-06	4.04	6.0	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09m	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09m01:mgh09m02:mgh09m03:mgh09m04:mgh09m05:mgh09m06
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh09m, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.709999999999999e-05	2.71e-06	4.04	6.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh09m	mgh09	thellier_gui.v.2.29:pmagpy-3.3.2	mgh09m01:mgh09m02:mgh09m03:mgh09m04:mgh09m05:mgh09m06
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09n	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09o	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09p	mgh09		
	This study	438000000000				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185		i	mgh09q	mgh09		
0.0	This study	438000000000			0.0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO	i	mgh12t101	mgh12t1		
0.0	This study	438000000000			0.0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO	i	mgh12t102	mgh12t1		
	This study	438000000000		paleointensity mean		Archeologic	Mixed Archeological Objects	6.07e-05	6.440000000000001e-07	1.06	3.0	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh12t1PI	mgh12	thellier_gui.v.2.29:pmagpy-3.3.2	mgh12t1PI01:mgh12t1PI02:mgh12t1PI05
	This study	438000000000	ACCEPT	Paleointensity;V[A]DM;mgh12t1PI, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.07e-05	6.440000000000001e-07	1.06	3.0	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgh12t1PI	mgh12	thellier_gui.v.2.29:pmagpy-3.3.2	mgh12t1PI01:mgh12t1PI02:mgh12t1PI05
0.0	This study	438000000000			0.0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO	i	mgh12t1a1	mgh12t1		
