tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_step_num	treat_temp
This study			155.0	-77.0	RQ12_LP-DIR-AF	2.712e-05	2.26		273.0	RQ12_LP-DIR-AF-295	LT-AF-Z:LP-DIR-AF	g	295	pmagpy-4.5.2	RQ12	u	2013-08-25T00:00:00Z	0.06	8	273.0
This study			161.0	-76.0	RQ12_LP-DIR-AF	2.1264e-05	1.772		273.0	RQ12_LP-DIR-AF-296	LT-AF-Z:LP-DIR-AF	g	296	pmagpy-4.5.2	RQ12	u	2013-08-25T00:00:00Z	0.07	9	273.0
This study			166.0	-76.0	RQ12_LP-DIR-AF	1.6788e-05	1.399		273.0	RQ12_LP-DIR-AF-297	LT-AF-Z:LP-DIR-AF	g	297	pmagpy-4.5.2	RQ12	u	2013-08-25T00:00:00Z	0.08	10	273.0
This study			164.0	-76.0	RQ12_LP-DIR-AF	1.3176e-05	1.098		273.0	RQ12_LP-DIR-AF-298	LT-AF-Z:LP-DIR-AF	g	298	pmagpy-4.5.2	RQ12	u	2013-08-25T00:00:00Z	0.09	11	273.0
This study			173.0	-75.0	RQ13_LP-DIR-AF	0.000113664	9.472		273.0	RQ13_LP-DIR-AF-299	LT-NO:LP-DIR-AF	g	299	pmagpy-4.5.2	RQ13	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	7.2924e-05	6.077		273.0	RQ13_LP-DIR-AF-300	LT-AF-Z:LP-DIR-AF	g	300	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.01	1	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	6.48e-05	5.4		273.0	RQ13_LP-DIR-AF-301	LT-AF-Z:LP-DIR-AF	g	301	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.015	2	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	5.845200000000001e-05	4.871		273.0	RQ13_LP-DIR-AF-302	LT-AF-Z:LP-DIR-AF	g	302	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.02	3	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	4.758e-05	3.965		273.0	RQ13_LP-DIR-AF-303	LT-AF-Z:LP-DIR-AF	g	303	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.025	4	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	3.9576e-05	3.298		273.0	RQ13_LP-DIR-AF-304	LT-AF-Z:LP-DIR-AF	g	304	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.03	5	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	2.7996000000000004e-05	2.333		273.0	RQ13_LP-DIR-AF-305	LT-AF-Z:LP-DIR-AF	g	305	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.04	6	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	2.01e-05	1.675		273.0	RQ13_LP-DIR-AF-306	LT-AF-Z:LP-DIR-AF	g	306	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.05	7	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	1.524e-05	1.27		273.0	RQ13_LP-DIR-AF-307	LT-AF-Z:LP-DIR-AF	g	307	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.06	8	273.0
This study			135.0	-35.0	RQ13_LP-DIR-AF	1.18404e-05	0.9867		273.0	RQ13_LP-DIR-AF-308	LT-AF-Z:LP-DIR-AF	g	308	pmagpy-4.5.2	RQ13	u	2013-09-01T00:00:00Z	0.07	9	273.0
This study			87.0	-26.0	RQ14_LP-DIR-AF	2.0796e-05	1.733		273.0	RQ14_LP-DIR-AF-309	LT-NO:LP-DIR-AF	g	309	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.0	0	273.0
This study			83.0	-21.0	RQ14_LP-DIR-AF	2.196e-05	1.83		273.0	RQ14_LP-DIR-AF-310	LT-AF-Z:LP-DIR-AF	g	310	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.01	1	273.0
This study			80.0	-20.0	RQ14_LP-DIR-AF	1.8168e-05	1.514		273.0	RQ14_LP-DIR-AF-311	LT-AF-Z:LP-DIR-AF	g	311	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.015	2	273.0
This study			79.0	-20.0	RQ14_LP-DIR-AF	1.5168e-05	1.264		273.0	RQ14_LP-DIR-AF-312	LT-AF-Z:LP-DIR-AF	g	312	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.02	3	273.0
This study			79.0	-22.0	RQ14_LP-DIR-AF	1.2468e-05	1.039		273.0	RQ14_LP-DIR-AF-313	LT-AF-Z:LP-DIR-AF	g	313	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.025	4	273.0
This study			80.0	-22.0	RQ14_LP-DIR-AF	1.03788e-05	0.8649		273.0	RQ14_LP-DIR-AF-314	LT-AF-Z:LP-DIR-AF	g	314	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.03	5	273.0
This study			83.0	-22.0	RQ14_LP-DIR-AF	7.5468e-06	0.6289		273.0	RQ14_LP-DIR-AF-315	LT-AF-Z:LP-DIR-AF	g	315	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.04	6	273.0
This study			83.0	-24.0	RQ14_LP-DIR-AF	5.6712e-06	0.4726		273.0	RQ14_LP-DIR-AF-316	LT-AF-Z:LP-DIR-AF	g	316	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.05	7	273.0
This study			83.0	-26.0	RQ14_LP-DIR-AF	4.44e-06	0.37		273.0	RQ14_LP-DIR-AF-317	LT-AF-Z:LP-DIR-AF	g	317	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.06	8	273.0
This study			79.0	-27.0	RQ14_LP-DIR-AF	3.534e-06	0.2945		273.0	RQ14_LP-DIR-AF-318	LT-AF-Z:LP-DIR-AF	g	318	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.07	9	273.0
This study			84.0	-30.0	RQ14_LP-DIR-AF	2.9184e-06	0.2432		273.0	RQ14_LP-DIR-AF-319	LT-AF-Z:LP-DIR-AF	g	319	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.08	10	273.0
This study			81.0	-29.0	RQ14_LP-DIR-AF	2.4696e-06	0.2058		273.0	RQ14_LP-DIR-AF-320	LT-AF-Z:LP-DIR-AF	g	320	pmagpy-4.5.2	RQ14	u	2013-08-28T00:00:00Z	0.09	11	273.0
This study			90.0	-27.0	RQ15_LP-DIR-AF	1.8516e-05	1.543		273.0	RQ15_LP-DIR-AF-321	LT-NO:LP-DIR-AF	g	321	pmagpy-4.5.2	RQ15	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			135.0	-35.0	RQ15_LP-DIR-AF	6.2556e-06	0.5213		273.0	RQ15_LP-DIR-AF-322	LT-AF-Z:LP-DIR-AF	g	322	pmagpy-4.5.2	RQ15	u	2013-09-01T00:00:00Z	0.01	1	273.0
This study			100.0	-42.0	RQ16_LP-DIR-AF	2.67e-05	2.225		273.0	RQ16_LP-DIR-AF-323	LT-NO:LP-DIR-AF	g	323	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.0	0	273.0
This study			93.0	-37.0	RQ16_LP-DIR-AF	2.0232e-05	1.686		273.0	RQ16_LP-DIR-AF-324	LT-AF-Z:LP-DIR-AF	g	324	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.01	1	273.0
This study			96.0	-37.0	RQ16_LP-DIR-AF	1.5936e-05	1.328		273.0	RQ16_LP-DIR-AF-325	LT-AF-Z:LP-DIR-AF	g	325	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.015	2	273.0
This study			96.0	-37.0	RQ16_LP-DIR-AF	1.2684e-05	1.057		273.0	RQ16_LP-DIR-AF-326	LT-AF-Z:LP-DIR-AF	g	326	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.02	3	273.0
This study			97.0	-37.0	RQ16_LP-DIR-AF	1.02852e-05	0.8571		273.0	RQ16_LP-DIR-AF-327	LT-AF-Z:LP-DIR-AF	g	327	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.025	4	273.0
This study			96.0	-36.0	RQ16_LP-DIR-AF	8.6148e-06	0.7179		273.0	RQ16_LP-DIR-AF-328	LT-AF-Z:LP-DIR-AF	g	328	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.03	5	273.0
This study			94.0	-35.0	RQ16_LP-DIR-AF	6.4884e-06	0.5407		273.0	RQ16_LP-DIR-AF-329	LT-AF-Z:LP-DIR-AF	g	329	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.04	6	273.0
This study			97.0	-33.0	RQ16_LP-DIR-AF	5.2428e-06	0.4369		273.0	RQ16_LP-DIR-AF-330	LT-AF-Z:LP-DIR-AF	g	330	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.05	7	273.0
This study			99.0	-33.0	RQ16_LP-DIR-AF	4.44e-06	0.37		273.0	RQ16_LP-DIR-AF-331	LT-AF-Z:LP-DIR-AF	g	331	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.06	8	273.0
This study			101.0	-32.0	RQ16_LP-DIR-AF	3.8712e-06	0.3226		273.0	RQ16_LP-DIR-AF-332	LT-AF-Z:LP-DIR-AF	g	332	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.07	9	273.0
This study			100.0	-30.0	RQ16_LP-DIR-AF	3.552e-06	0.296		273.0	RQ16_LP-DIR-AF-333	LT-AF-Z:LP-DIR-AF	g	333	pmagpy-4.5.2	RQ16	u	2013-08-27T00:00:00Z	0.08	10	273.0
This study			89.0	-19.0	RQ17_LP-DIR-AF	2.1288e-05	1.774		273.0	RQ17_LP-DIR-AF-334	LT-NO:LP-DIR-AF	g	334	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.0	0	273.0
This study			89.0	-26.0	RQ17_LP-DIR-AF	1.8408e-05	1.534		273.0	RQ17_LP-DIR-AF-335	LT-AF-Z:LP-DIR-AF	g	335	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.01	1	273.0
This study			90.0	-25.0	RQ17_LP-DIR-AF	1.4676e-05	1.223		273.0	RQ17_LP-DIR-AF-336	LT-AF-Z:LP-DIR-AF	g	336	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.015	2	273.0
This study			86.0	-26.0	RQ17_LP-DIR-AF	1.1616e-05	0.968		273.0	RQ17_LP-DIR-AF-337	LT-AF-Z:LP-DIR-AF	g	337	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.02	3	273.0
This study			93.0	-26.0	RQ17_LP-DIR-AF	9.2916e-06	0.7743		273.0	RQ17_LP-DIR-AF-338	LT-AF-Z:LP-DIR-AF	g	338	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.025	4	273.0
This study			85.0	-26.0	RQ17_LP-DIR-AF	7.7556e-06	0.6463		273.0	RQ17_LP-DIR-AF-339	LT-AF-Z:LP-DIR-AF	g	339	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.03	5	273.0
This study			88.0	-25.0	RQ17_LP-DIR-AF	5.8236000000000005e-06	0.4853		273.0	RQ17_LP-DIR-AF-340	LT-AF-Z:LP-DIR-AF	g	340	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.04	6	273.0
This study			87.0	-25.0	RQ17_LP-DIR-AF	4.7976e-06	0.3998		273.0	RQ17_LP-DIR-AF-341	LT-AF-Z:LP-DIR-AF	g	341	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.05	7	273.0
This study			88.0	-25.0	RQ17_LP-DIR-AF	4.0608e-06	0.3384		273.0	RQ17_LP-DIR-AF-342	LT-AF-Z:LP-DIR-AF	g	342	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.06	8	273.0
This study			88.0	-24.0	RQ17_LP-DIR-AF	3.528e-06	0.294		273.0	RQ17_LP-DIR-AF-343	LT-AF-Z:LP-DIR-AF	g	343	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.07	9	273.0
This study			89.0	-24.0	RQ17_LP-DIR-AF	3.2232000000000003e-06	0.2686		273.0	RQ17_LP-DIR-AF-344	LT-AF-Z:LP-DIR-AF	g	344	pmagpy-4.5.2	RQ17	u	2013-08-25T00:00:00Z	0.08	10	273.0
This study			30.0	-18.0	RQ22_LP-DIR-AF	0.00013764	11.47		273.0	RQ22_LP-DIR-AF-345	LT-NO:LP-DIR-AF	g	345	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	0.00013572	11.31		273.0	RQ22_LP-DIR-AF-346	LT-AF-Z:LP-DIR-AF	g	346	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.01	1	273.0
This study			33.0	-18.0	RQ22_LP-DIR-AF	0.0001278	10.65		273.0	RQ22_LP-DIR-AF-347	LT-AF-Z:LP-DIR-AF	g	347	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.015	2	273.0
This study			31.0	-19.0	RQ22_LP-DIR-AF	0.0001142039999999	9.517		273.0	RQ22_LP-DIR-AF-348	LT-AF-Z:LP-DIR-AF	g	348	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.02	3	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	9.7296e-05	8.108		273.0	RQ22_LP-DIR-AF-349	LT-AF-Z:LP-DIR-AF	g	349	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.025	4	273.0
This study			30.0	-19.0	RQ22_LP-DIR-AF	8.219999999999999e-05	6.85		273.0	RQ22_LP-DIR-AF-350	LT-AF-Z:LP-DIR-AF	g	350	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.03	5	273.0
This study			30.0	-18.0	RQ22_LP-DIR-AF	6.24e-05	5.2		273.0	RQ22_LP-DIR-AF-351	LT-AF-Z:LP-DIR-AF	g	351	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.04	6	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	5.0808e-05	4.234		273.0	RQ22_LP-DIR-AF-352	LT-AF-Z:LP-DIR-AF	g	352	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.05	7	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	4.2504e-05	3.542		273.0	RQ22_LP-DIR-AF-353	LT-AF-Z:LP-DIR-AF	g	353	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.06	8	273.0
This study			33.0	-19.0	RQ22_LP-DIR-AF	3.624e-05	3.02		273.0	RQ22_LP-DIR-AF-354	LT-AF-Z:LP-DIR-AF	g	354	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.07	9	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	3.1116e-05	2.593		273.0	RQ22_LP-DIR-AF-355	LT-AF-Z:LP-DIR-AF	g	355	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.08	10	273.0
This study			31.0	-19.0	RQ22_LP-DIR-AF	2.6676e-05	2.223		273.0	RQ22_LP-DIR-AF-356	LT-AF-Z:LP-DIR-AF	g	356	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.09	11	273.0
This study			32.0	-19.0	RQ22_LP-DIR-AF	2.3184e-05	1.932		273.0	RQ22_LP-DIR-AF-357	LT-AF-Z:LP-DIR-AF	g	357	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.1	12	273.0
This study			31.0	-19.0	RQ22_LP-DIR-AF	2.0208e-05	1.684		273.0	RQ22_LP-DIR-AF-358	LT-AF-Z:LP-DIR-AF	g	358	pmagpy-4.5.2	RQ22	u	2013-08-29T00:00:00Z	0.11	13	273.0
This study			39.0	-16.0	RQ23_LP-DIR-AF	0.00013788	11.49		273.0	RQ23_LP-DIR-AF-359	LT-NO:LP-DIR-AF	g	359	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.0	0	273.0
This study			37.0	-15.0	RQ23_LP-DIR-AF	0.00013572	11.31		273.0	RQ23_LP-DIR-AF-360	LT-AF-Z:LP-DIR-AF	g	360	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.01	1	273.0
This study			38.0	-16.0	RQ23_LP-DIR-AF	0.00012768	10.64		273.0	RQ23_LP-DIR-AF-361	LT-AF-Z:LP-DIR-AF	g	361	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.015	2	273.0
This study			39.0	-16.0	RQ23_LP-DIR-AF	0.000113892	9.491		273.0	RQ23_LP-DIR-AF-362	LT-AF-Z:LP-DIR-AF	g	362	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.02	3	273.0
This study			38.0	-16.0	RQ23_LP-DIR-AF	9.7176e-05	8.098		273.0	RQ23_LP-DIR-AF-363	LT-AF-Z:LP-DIR-AF	g	363	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.025	4	273.0
This study			38.0	-15.0	RQ23_LP-DIR-AF	8.1876e-05	6.823		273.0	RQ23_LP-DIR-AF-364	LT-AF-Z:LP-DIR-AF	g	364	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.03	5	273.0
This study			37.0	-16.0	RQ23_LP-DIR-AF	6.2784e-05	5.232		273.0	RQ23_LP-DIR-AF-365	LT-AF-Z:LP-DIR-AF	g	365	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.04	6	273.0
This study			41.0	-17.0	RQ23_LP-DIR-AF	5.1468e-05	4.289		273.0	RQ23_LP-DIR-AF-366	LT-AF-Z:LP-DIR-AF	g	366	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.05	7	273.0
This study			37.0	-16.0	RQ23_LP-DIR-AF	4.3068e-05	3.589		273.0	RQ23_LP-DIR-AF-367	LT-AF-Z:LP-DIR-AF	g	367	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.06	8	273.0
This study			38.0	-17.0	RQ23_LP-DIR-AF	3.6696e-05	3.058		273.0	RQ23_LP-DIR-AF-368	LT-AF-Z:LP-DIR-AF	g	368	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.07	9	273.0
This study			39.0	-16.0	RQ23_LP-DIR-AF	3.1655999999999996e-05	2.638		273.0	RQ23_LP-DIR-AF-369	LT-AF-Z:LP-DIR-AF	g	369	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.08	10	273.0
This study			38.0	-16.0	RQ23_LP-DIR-AF	2.712e-05	2.26		273.0	RQ23_LP-DIR-AF-370	LT-AF-Z:LP-DIR-AF	g	370	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.09	11	273.0
This study			39.0	-16.0	RQ23_LP-DIR-AF	2.3664e-05	1.972		273.0	RQ23_LP-DIR-AF-371	LT-AF-Z:LP-DIR-AF	g	371	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.1	12	273.0
This study			39.0	-16.0	RQ23_LP-DIR-AF	2.07e-05	1.725		273.0	RQ23_LP-DIR-AF-372	LT-AF-Z:LP-DIR-AF	g	372	pmagpy-4.5.2	RQ23	u	2013-08-29T00:00:00Z	0.11	13	273.0
This study			39.0	-17.0	RQ24_LP-DIR-AF	0.00014328	11.94		273.0	RQ24_LP-DIR-AF-373	LT-NO:LP-DIR-AF	g	373	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.0	0	273.0
This study			40.0	-17.0	RQ24_LP-DIR-AF	0.00014088	11.74		273.0	RQ24_LP-DIR-AF-374	LT-AF-Z:LP-DIR-AF	g	374	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.01	1	273.0
This study			40.0	-17.0	RQ24_LP-DIR-AF	0.0001326	11.05		273.0	RQ24_LP-DIR-AF-375	LT-AF-Z:LP-DIR-AF	g	375	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.015	2	273.0
This study			40.0	-17.0	RQ24_LP-DIR-AF	0.000118476	9.873		273.0	RQ24_LP-DIR-AF-376	LT-AF-Z:LP-DIR-AF	g	376	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.02	3	273.0
This study			39.0	-17.0	RQ24_LP-DIR-AF	9.9936e-05	8.328		273.0	RQ24_LP-DIR-AF-377	LT-AF-Z:LP-DIR-AF	g	377	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.025	4	273.0
This study			40.0	-17.0	RQ24_LP-DIR-AF	8.412e-05	7.01		273.0	RQ24_LP-DIR-AF-378	LT-AF-Z:LP-DIR-AF	g	378	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.03	5	273.0
This study			40.0	-17.0	RQ24_LP-DIR-AF	6.406800000000001e-05	5.339		273.0	RQ24_LP-DIR-AF-379	LT-AF-Z:LP-DIR-AF	g	379	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.04	6	273.0
This study			38.0	-17.0	RQ24_LP-DIR-AF	5.1888e-05	4.324		273.0	RQ24_LP-DIR-AF-380	LT-AF-Z:LP-DIR-AF	g	380	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.05	7	273.0
This study			45.0	-15.0	RQ24_LP-DIR-AF	4.3692e-05	3.641		273.0	RQ24_LP-DIR-AF-381	LT-AF-Z:LP-DIR-AF	g	381	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.06	8	273.0
This study			46.0	-13.0	RQ24_LP-DIR-AF	3.7152e-05	3.096		273.0	RQ24_LP-DIR-AF-382	LT-AF-Z:LP-DIR-AF	g	382	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.07	9	273.0
This study			37.0	-17.0	RQ24_LP-DIR-AF	3.1872e-05	2.656		273.0	RQ24_LP-DIR-AF-383	LT-AF-Z:LP-DIR-AF	g	383	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.08	10	273.0
This study			39.0	-17.0	RQ24_LP-DIR-AF	2.7468e-05	2.289		273.0	RQ24_LP-DIR-AF-384	LT-AF-Z:LP-DIR-AF	g	384	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.09	11	273.0
This study			44.0	-13.0	RQ24_LP-DIR-AF	2.3796e-05	1.983		273.0	RQ24_LP-DIR-AF-385	LT-AF-Z:LP-DIR-AF	g	385	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.1	12	273.0
This study			38.0	-17.0	RQ24_LP-DIR-AF	2.106e-05	1.755		273.0	RQ24_LP-DIR-AF-386	LT-AF-Z:LP-DIR-AF	g	386	pmagpy-4.5.2	RQ24	u	2013-08-28T00:00:00Z	0.11	13	273.0
This study			40.0	-29.0	RQ25_LP-DIR-AF	0.0001428	11.9		273.0	RQ25_LP-DIR-AF-387	LT-NO:LP-DIR-AF	g	387	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.0	0	273.0
This study			41.0	-30.0	RQ25_LP-DIR-AF	0.00014364	11.97		273.0	RQ25_LP-DIR-AF-388	LT-AF-Z:LP-DIR-AF	g	388	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.01	1	273.0
This study			41.0	-32.0	RQ25_LP-DIR-AF	0.00013692	11.41		273.0	RQ25_LP-DIR-AF-389	LT-AF-Z:LP-DIR-AF	g	389	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.015	2	273.0
This study			41.0	-33.0	RQ25_LP-DIR-AF	0.00012372	10.31		273.0	RQ25_LP-DIR-AF-390	LT-AF-Z:LP-DIR-AF	g	390	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.02	3	273.0
This study			37.0	-32.0	RQ25_LP-DIR-AF	0.000107232	8.936		273.0	RQ25_LP-DIR-AF-391	LT-AF-Z:LP-DIR-AF	g	391	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.025	4	273.0
This study			39.0	-33.0	RQ25_LP-DIR-AF	9.1512e-05	7.626		273.0	RQ25_LP-DIR-AF-392	LT-AF-Z:LP-DIR-AF	g	392	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.03	5	273.0
This study			39.0	-34.0	RQ25_LP-DIR-AF	7.056e-05	5.88		273.0	RQ25_LP-DIR-AF-393	LT-AF-Z:LP-DIR-AF	g	393	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.04	6	273.0
This study			38.0	-34.0	RQ25_LP-DIR-AF	5.7576e-05	4.798		273.0	RQ25_LP-DIR-AF-394	LT-AF-Z:LP-DIR-AF	g	394	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.05	7	273.0
This study			39.0	-33.0	RQ25_LP-DIR-AF	4.812e-05	4.01		273.0	RQ25_LP-DIR-AF-395	LT-AF-Z:LP-DIR-AF	g	395	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.06	8	273.0
This study			39.0	-33.0	RQ25_LP-DIR-AF	4.0932e-05	3.411		273.0	RQ25_LP-DIR-AF-396	LT-AF-Z:LP-DIR-AF	g	396	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.07	9	273.0
This study			35.0	-33.0	RQ25_LP-DIR-AF	3.5112000000000005e-05	2.926		273.0	RQ25_LP-DIR-AF-397	LT-AF-Z:LP-DIR-AF	g	397	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.08	10	273.0
This study			40.0	-33.0	RQ25_LP-DIR-AF	3.0336e-05	2.528		273.0	RQ25_LP-DIR-AF-398	LT-AF-Z:LP-DIR-AF	g	398	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.09	11	273.0
This study			37.0	-33.0	RQ25_LP-DIR-AF	2.6388e-05	2.199		273.0	RQ25_LP-DIR-AF-399	LT-AF-Z:LP-DIR-AF	g	399	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.1	12	273.0
This study			38.0	-33.0	RQ25_LP-DIR-AF	2.3364e-05	1.947		273.0	RQ25_LP-DIR-AF-400	LT-AF-Z:LP-DIR-AF	g	400	pmagpy-4.5.2	RQ25	u	2013-08-27T00:00:00Z	0.11	13	273.0
This study			43.0	-38.0	RQ28_LP-DIR-AF	0.0001566	13.05		273.0	RQ28_LP-DIR-AF-401	LT-NO:LP-DIR-AF	g	401	pmagpy-4.5.2	RQ28	u	2013-08-26T00:00:00Z	0.0	0	273.0
This study			43.0	-38.0	RQ28_LP-DIR-AF	0.0001536	12.8		273.0	RQ28_LP-DIR-AF-402	LT-AF-Z:LP-DIR-AF	g	402	pmagpy-4.5.2	RQ28	u	2013-08-26T00:00:00Z	0.01	1	273.0
This study			42.0	-38.0	RQ28_LP-DIR-AF	0.00014532	12.11		273.0	RQ28_LP-DIR-AF-403	LT-AF-Z:LP-DIR-AF	g	403	pmagpy-4.5.2	RQ28	u	2013-08-26T00:00:00Z	0.015	2	273.0
